Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDQ36,OUT013,571.4124883501268
FDD34,OUT018,2410.9444007120946
FDK51,OUT045,3923.609014834743
FDV31,OUT035,2894.1472729133734
FDR04,OUT035,1554.4776483303722
FDR14,OUT049,882.1833100422396
DRC36,OUT010,386.9118567998818
FDE39,OUT019,295.84385387479944
FDP57,OUT049,1674.2302214974122
FDE57,OUT046,2074.7762589556532
NCN18,OUT046,1742.973949030996
NCQ05,OUT018,2337.610846465304
FDW47,OUT035,2001.534542296581
FDV46,OUT035,2062.9892167555263
NCP29,OUT045,999.2371553226491
FDE09,OUT018,1643.3827166029216
NCU06,OUT027,4833.304447591779
FDT19,OUT010,461.9957443681142
DRF15,OUT017,2516.7001889743788
DRI51,OUT013,2789.6665350605417
NCX54,OUT013,1674.2302214974122
DRE01,OUT013,3800.4337054003236
NCB07,OUT045,2992.08113509957
FDU50,OUT035,1942.7097071485925
FDG40,OUT035,571.943731984482
FDW10,OUT018,2825.619180467809
FDX51,OUT013,3023.0539622447623
NCP17,OUT045,978.8164564721114
FDP21,OUT035,3015.615662578029
FDL04,OUT045,1678.3221973466757
FDV23,OUT013,1983.3688959875099
FDF24,OUT046,1297.6916738265404
FDH56,OUT027,3134.124804032733
FDB51,OUT049,926.0509800241293
FDI58,OUT027,2625.5607042985093
FDR20,OUT013,719.9692545753506
FDC51,OUT018,1896.1296488608525
FDB16,OUT027,2464.7439111328226
FDE40,OUT049,930.2285571238186
NCM17,OUT035,682.5994315721229
FDU56,OUT035,2954.481515110144
FDS32,OUT019,316.32126944421447
FDX02,OUT049,3681.170051285059
FDT39,OUT027,3325.375312527607
FDE35,OUT017,894.884612145971
NCI42,OUT019,531.8193166300521
DRL23,OUT046,1678.3221973466757
FDA10,OUT046,2018.8776324780595
FDA11,OUT013,1537.0440289906162
NCM06,OUT046,2477.739097283235
NCT05,OUT035,3955.2674249858615
NCQ02,OUT010,476.9095694897958
NCY06,OUT049,2043.334249879645
FDY56,OUT035,3706.8922770613576
FDL02,OUT035,1679.1827728792719
NCI06,OUT035,3006.6521695964366
FDQ14,OUT045,2494.2107029535
FDQ12,OUT017,3631.575204305904
FDP36,OUT046,721.764927110888
FDK21,OUT027,4921.099753896687
FDO40,OUT045,2516.5510101407986
NCK54,OUT019,282.0620631412375
FDY09,OUT018,2911.6105410964915
NCW30,OUT049,3983.037573394178
NCC55,OUT027,961.5886821178442
FDE58,OUT018,1803.0164875193195
FDR39,OUT013,2974.506335397558
FDU28,OUT049,3030.3465843404156
FDH08,OUT017,3653.148370663951
FDG35,OUT045,2928.638506338692
FDG22,OUT049,570.0498805594275
FDC34,OUT035,2599.530644240534
FDP15,OUT018,3491.274320615814
FDK34,OUT010,539.502434403282
FDU45,OUT035,1961.2659655748948
FDQ04,OUT027,964.1891900812541
FDX22,OUT018,3152.5086911843014
FDB45,OUT017,1674.2302214974122
NCH43,OUT027,5010.869467685519
DRE60,OUT046,3621.4903788371266
FDD17,OUT027,5092.695825958777
NCM54,OUT017,2016.0860603386059
NCH55,OUT013,2007.4642970390723
NCT06,OUT017,2593.839899872283
FDA48,OUT027,5177.678450822565
FDY58,OUT027,5042.2129392981215
FDO25,OUT045,3421.7803845505923
FDN50,OUT045,1531.26171077831
FDH35,OUT035,2646.8957638752863
FDK09,OUT045,3695.1132606456786
FDO16,OUT013,1375.6304208735621
FDW11,OUT045,986.9257804796225
FDU47,OUT027,3132.7902410926968
NCQ42,OUT010,254.05122557379747
FDK55,OUT027,2652.054766035421
FDN08,OUT049,1960.2374758083665
FDT57,OUT045,3828.494343010807
FDJ12,OUT018,3209.5937194243493
DRL59,OUT017,777.2152630001129
NCN53,OUT046,571.4124883501268
FDO51,OUT010,82.16709532479996
FDK56,OUT017,2960.224833824366
FDY12,OUT035,850.9764581917453
FDU15,OUT035,589.4877076134097
FDQ19,OUT046,3929.188363970712
DRF15,OUT045,2519.9028931896596
DRE25,OUT019,241.74461283411122
FDK57,OUT018,1820.0285974306662
FDD33,OUT010,576.5035152156735
FDR34,OUT027,4891.467099952253
FDU04,OUT045,2046.4870542374708
FDE35,OUT019,187.81434032720352
NCD31,OUT035,2653.91340588638
FDJ56,OUT035,1635.373159019615
NCU53,OUT046,2572.100105835588
FDD39,OUT035,3505.0427029595485
NCU17,OUT019,265.1675539865457
FDJ20,OUT046,2023.3842811350737
NCW41,OUT018,2392.387576148016
FDL52,OUT035,642.718112992676
FDS39,OUT035,2077.248847986713
DRJ47,OUT045,2886.4701211967504
FDP13,OUT010,86.84451012669753
DRK39,OUT010,182.2312324350329
FDF28,OUT010,259.612780804609
FDB09,OUT045,2016.0860603386059
FDM51,OUT046,1601.5726259346914
DRM49,OUT018,714.0902520075126
DRF23,OUT013,2872.409945976763
DRH01,OUT035,2902.294700745948
FDH12,OUT027,2615.951081760669
FDA28,OUT019,268.93644860765426
FDW37,OUT018,1370.198443706616
FDF02,OUT046,1674.2302214974122
DRL37,OUT046,673.0915643069164
NCF43,OUT046,2055.7194951002607
FDH08,OUT010,518.782896841835
FDR34,OUT019,562.014517207615
NCK19,OUT049,3071.8734629263517
NCD55,OUT018,663.08917715858
FDT27,OUT049,3719.00937363791
FDQ57,OUT045,2486.3486616254913
FDA47,OUT035,2609.910434237557
DRG15,OUT027,1851.2985532223686
FDE05,OUT018,2351.2875686563634
FDN46,OUT046,1654.4610589091765
FDX27,OUT027,2742.028095386188
FDT51,OUT045,1739.7712589925814
FDU33,OUT013,691.2560740612216
FDJ16,OUT027,1812.2717043081575
FDD20,OUT019,317.88164921354064
FDT36,OUT049,570.0498805594275
DRF15,OUT027,3500.2309780230053
FDN52,OUT010,181.13939844846092
FDC22,OUT027,5056.555804377567
FDX15,OUT045,2527.6638605191943
FDT13,OUT013,3005.0298931423354
FDU04,OUT017,2046.4870542374708
FDU31,OUT019,559.7571509602056
FDW59,OUT027,2444.221087877449
NCO29,OUT046,2576.0214632556763
FDL15,OUT035,2573.781893987325
FDI41,OUT049,2535.201346854761
FDQ48,OUT049,1591.6012199240356
DRI39,OUT013,863.0879504463353
FDI08,OUT013,3873.806174880411
FDC21,OUT049,1743.2895025547027
FDF58,OUT035,945.6664313207336
FDS08,OUT010,386.2632818513069
FDE47,OUT045,2035.1418549232812
NCP18,OUT019,352.8493695856259
NCR41,OUT013,1562.309338850945
FDA27,OUT013,3813.5795980213484
FDA43,OUT035,3005.3038026035592
FDA49,OUT045,1366.9098989430663
NCE55,OUT018,2941.6471992798806
DRM49,OUT027,1026.673677177879
FDF22,OUT027,5049.3833736534925
FDQ15,OUT018,1210.0468991983646
NCS54,OUT017,2951.3591752727
NCY05,OUT013,587.5938561883553
FDR45,OUT046,3813.5106700954498
FDK57,OUT049,2036.3077979891875
FDF41,OUT010,556.8205563619442
FDV21,OUT046,2025.9040843685173
FDD51,OUT046,716.6895887071894
FDF33,OUT046,1706.9623768538054
FDA38,OUT046,3808.364383167037
FDR56,OUT045,2980.404502430585
NCN41,OUT017,2009.0596084481483
FDC60,OUT027,2424.8330541794467
FDB47,OUT045,3376.4396480720334
DRH01,OUT013,2876.237963945547
FDW08,OUT046,1674.2302214974122
FDF38,OUT027,954.6609342313219
FDY32,OUT017,2539.2333155167803
FDG34,OUT049,1709.05943148476
FDG47,OUT019,582.0614061112599
NCF18,OUT035,2989.797873781455
FDL39,OUT019,412.0384685472916
NCH55,OUT035,2037.6616581567248
DRJ35,OUT049,926.7454064085049
FDS44,OUT035,3794.376757169223
DRE01,OUT018,3510.9606984219295
FDY39,OUT013,2996.5874611380045
FDY32,OUT018,2359.6172082350777
FDR33,OUT027,3082.852147310643
NCP50,OUT049,1271.3103773941489
FDZ47,OUT018,1553.3332498738514
FDU57,OUT049,2495.1741503162457
FDY44,OUT013,2985.4095041735586
DRH59,OUT018,1087.2548934855538
FDB03,OUT027,4994.154836553929
FDY46,OUT045,2979.883256077629
FDM39,OUT045,2971.6851943518313
FDY36,OUT035,1177.3322726992512
NCM55,OUT035,3009.515300228202
FDJ50,OUT010,163.5025404179749
DRL60,OUT013,2344.6708133871975
NCJ54,OUT049,3776.9579378416593
FDX59,OUT017,570.0498805594275
FDI07,OUT013,3068.9643259778613
DRF51,OUT010,93.4187604067986
FDM14,OUT017,1706.9623768538054
FDP21,OUT045,3011.9514438296756
FDE40,OUT035,994.0368542727072
FDE05,OUT035,2550.810089128385
FDM13,OUT027,3121.0230194053797
FDC34,OUT027,3661.7454905528402
NCI55,OUT018,1896.1296488608525
NCE43,OUT018,2722.3816081644964
FDW58,OUT018,1617.9292541082154
FDG60,OUT045,3705.8000086577254
FDV31,OUT017,2879.2272898138
FDR47,OUT013,2982.500079374072
FDM60,OUT019,91.26293723886454
NCF06,OUT018,3364.194773531456
NCN26,OUT027,2947.3091464167587
FDQ59,OUT049,1369.017372330126
FDF09,OUT046,588.9564639790547
NCS06,OUT017,3788.209036135196
FDT44,OUT046,1962.3265874059255
FDI19,OUT017,3671.9093198935543
FDT22,OUT017,923.5869823688694
NCF54,OUT027,4292.0986927832555
DRG25,OUT045,3008.76862509569
FDB59,OUT017,2995.328604143652
FDQ37,OUT017,2983.96783089143
FDP56,OUT035,725.021386326642
FDW44,OUT035,2898.5069920299884
FDJ26,OUT010,587.9191139727352
FDU43,OUT018,3407.502427811173
FDW33,OUT045,1674.2302214974122
NCX53,OUT027,3338.10366448741
FDN56,OUT010,408.59875865197375
DRF15,OUT049,2520.8869362826936
FDO33,OUT017,1938.7747365845412
FDZ39,OUT010,217.9373861224124
NCJ19,OUT017,882.3280441614709
FDU01,OUT035,2988.433560195485
FDT12,OUT035,3672.9621268683904
NCM18,OUT018,895.4702672516735
FDP19,OUT017,2041.0914647940517
NCR42,OUT049,570.0498805594275
FDN10,OUT046,1970.6162800415775
FDG44,OUT017,884.5830263944605
FDQ10,OUT046,2938.3480500692267
DRH13,OUT049,1678.3221973466757
FDT52,OUT013,3844.8652311575024
FDM56,OUT045,1734.4601749244944
NCO43,OUT010,216.2116940159288
NCV29,OUT035,2969.030756668581
NCF06,OUT013,3920.0934938391606
FDO50,OUT035,1418.83965535796
FDT59,OUT013,3855.3201963898546
FDX40,OUT027,955.9503253037717
FDE50,OUT017,2978.540024977624
FDX51,OUT017,3035.544309205613
NCD30,OUT018,1553.2640019896303
FDK15,OUT013,1641.358471188898
FDL12,OUT045,934.4752910073119
FDK46,OUT017,3704.6708131866267
DRH49,OUT010,157.52709859148953
FDQ57,OUT046,2482.5576818809927
FDY59,OUT017,1418.0119653537884
FDO09,OUT018,3512.4120296114597
NCG30,OUT035,2016.0860603386059
FDM09,OUT017,2784.146435680179
NCN17,OUT027,2636.773510007574
NCS42,OUT013,1397.9077688616703
FDD02,OUT019,280.7254989411785
FDE34,OUT013,3014.271113700635
FDU38,OUT045,3030.641406232712
FDB33,OUT046,2524.5561635088657
NCJ29,OUT017,1371.654214401644
FDZ27,OUT035,725.021386326642
FDI40,OUT013,1604.5132612654788
FDG22,OUT013,589.4276152696677
FDT51,OUT017,1739.7712589925814
FDF20,OUT018,2920.707345696809
FDV50,OUT035,2009.0596084481483
FDT02,OUT049,583.3492748177965
DRC49,OUT017,2529.5416538652526
FDF26,OUT049,2482.454184780957
FDV52,OUT035,1957.584226574534
FDX59,OUT049,570.0498805594275
FDV25,OUT035,3621.2374049993496
FDW23,OUT027,1036.7014063171314
FDE53,OUT018,1617.9292541082154
FDA19,OUT017,2016.0860603386059
FDH22,OUT046,2029.8390549325686
NCO41,OUT013,1583.387809492243
FDX12,OUT017,3722.4278478275896
FDF17,OUT013,3016.004825523413
FDS11,OUT045,3635.7013519619904
FDR51,OUT035,2548.5145584341267
FDT49,OUT010,224.35010867158027
FDC56,OUT013,1975.8228048276123
FDR13,OUT027,3020.6001211235357
FDQ60,OUT035,2012.9945790122
FDN38,OUT049,3833.445865229575
NCL29,OUT013,2363.236516536366
FDO13,OUT027,4117.956817029117
FDE26,OUT018,2358.7581969095995
FDA31,OUT010,378.6310578278295
FDX14,OUT035,1190.3102014730925
FDA34,OUT045,2939.923595741872
FDF26,OUT013,2336.0851037160937
FDE38,OUT045,2782.0261299101116
DRI11,OUT046,1971.3978410298766
FDQ60,OUT027,2925.8553770290896
FDL21,OUT027,924.2299790009585
DRC12,OUT027,4834.663967944223
FDC47,OUT046,3698.884030579294
FDE57,OUT045,2042.7082259648391
FDT14,OUT045,2009.0596084481483
NCZ53,OUT046,3006.9455226417817
FDE28,OUT018,3464.021432505374
FDR19,OUT035,2591.487606386428
NCF54,OUT019,371.5072783410617
FDZ08,OUT046,1310.4574649722406
NCJ05,OUT018,2356.0473571801067
FDF59,OUT046,2025.9040843685173
NCO05,OUT035,1647.4751501287385
FDW24,OUT018,728.7233065002016
NCX42,OUT018,2683.866395418716
NCA53,OUT035,729.2072513702283
FDI45,OUT019,367.68705712156293
FDG46,OUT046,1883.1657191940521
FDM20,OUT010,541.8863539459282
FDW11,OUT010,166.5388272876802
FDX08,OUT035,2968.7378518742016
NCK17,OUT035,653.0018534270403
FDK32,OUT018,2356.0473571801067
NCA42,OUT035,2539.2580984051556
DRI01,OUT035,2911.4774024097132
NCL55,OUT049,3864.0443249771215
DRE25,OUT018,1489.6199986779352
FDD14,OUT017,2933.7893409209587
FDB10,OUT046,3789.5436349963998
DRN11,OUT035,2567.7876230245006
FDP38,OUT018,737.6650324568717
NCA30,OUT017,2975.9570331668447
FDT15,OUT017,3016.2815558786388
NCP55,OUT018,862.6445963306635
FDF12,OUT035,2538.301685044537
FDM21,OUT018,3445.692589265219
FDX56,OUT035,3232.6632385503
FDF10,OUT017,2539.669857215836
FDT32,OUT045,2943.5084211396756
FDM51,OUT018,1611.152083759447
NCR50,OUT018,2375.2940835641975
FDI19,OUT049,3834.9127411542922
FDX21,OUT017,1695.3361131959298
FDR31,OUT035,2549.663553057656
FDY02,OUT013,3839.6075322408
NCA29,OUT045,2871.239946663984
NCX17,OUT046,3666.9990025048214
FDM12,OUT045,3001.2605608850818
FDI53,OUT027,3719.6871051607986
NCU30,OUT049,2699.3799062328726
FDC56,OUT027,3171.1129410640156
FDK27,OUT018,1896.1296488608525
NCK18,OUT017,2888.1524899257497
FDB52,OUT019,566.2199484606166
DRG25,OUT027,4859.10289407091
FDZ13,OUT049,773.5465408290157
FDB57,OUT019,564.9169500325594
FDR40,OUT046,1351.308487606609
NCO14,OUT019,87.15525126198253
NCN19,OUT045,3007.136751053629
FDQ28,OUT019,345.08143573409603
FDO13,OUT018,2384.1128468775782
FDK48,OUT013,1215.5195050210439
FDU07,OUT018,2336.4274353700266
FDW20,OUT046,2023.3842811350737
FDV12,OUT010,203.62829578971196
FDH24,OUT013,2389.206595549534
FDV59,OUT049,3465.3014806844058
FDK57,OUT045,2006.0201659452653
FDL16,OUT027,977.4391577560309
NCQ17,OUT046,2496.916846318042
FDJ15,OUT018,2971.634168027307
FDX24,OUT049,1415.984158607055
FDT47,OUT046,1568.4144596125075
FDT10,OUT049,921.4906944332022
FDZ37,OUT018,1365.9973754726345
FDW43,OUT027,4751.464770975437
DRN36,OUT017,1537.0440289906162
FDJ14,OUT045,1239.0325113966646
FDA32,OUT013,3434.675145022754
FDJ38,OUT019,471.2581930465934
FDQ57,OUT017,2483.14595741021
NCQ41,OUT019,549.9301663450067
FDG56,OUT049,921.7045074816793
DRC13,OUT027,3246.7267947269993
FDV55,OUT035,2616.470400708833
FDQ49,OUT045,2467.6833221108664
FDE29,OUT010,177.4367266455175
FDR03,OUT013,3221.775602112044
FDD45,OUT049,1415.984158607055
FDN38,OUT010,537.8900688512384
FDT56,OUT046,892.6296299129815
FDT48,OUT045,3088.209470471538
FDU03,OUT049,3029.0306071321766
FDC56,OUT010,267.43140841545966
NCO43,OUT027,2511.3549000970443
FDQ27,OUT017,1686.3242554218832
FDR03,OUT046,3218.768761925119
DRH23,OUT010,193.27948133710947
FDG22,OUT045,639.4616537769223
NCJ42,OUT013,1674.2302214974122
FDR24,OUT046,1406.4437125872555
FDW60,OUT035,2947.236632383817
FDJ08,OUT013,2969.0986887503177
DRL59,OUT018,762.3419827905061
FDG60,OUT010,578.6504423670547
FDW27,OUT017,2478.2674374726416
FDX14,OUT018,1194.0899864759176
FDC20,OUT013,869.1635657862283
NCS29,OUT018,3464.249448972958
FDJ56,OUT046,1639.649564503866
FDB20,OUT019,195.92094776630242
FDL28,OUT027,5027.813462953663
FDW01,OUT018,2356.0473571801067
FDL03,OUT046,2989.3506204607093
FDX22,OUT049,3464.407635791562
FDJ21,OUT035,2624.7008036952625
FDR31,OUT045,2478.118258639062
FDG21,OUT035,2574.206748670286
FDS22,OUT027,934.6713116119009
FDK08,OUT035,1607.3687580163842
FDE17,OUT018,2356.0473571801067
NCN30,OUT017,1546.5483972928255
FDT50,OUT046,1572.2703252765016
NCX42,OUT049,2567.7983186815377
FDJ12,OUT035,3422.931266558707
NCA18,OUT027,2945.118328297938
FDP23,OUT019,489.0144919302577
FDX12,OUT013,3842.359926887388
FDN40,OUT018,2317.6146056783696
FDV48,OUT035,1228.0704117737014
NCY54,OUT013,2857.9970351221123
FDL16,OUT010,117.64232597317708
FDR45,OUT018,3322.0726748987054
FDJ52,OUT046,2489.550568734136
DRG01,OUT017,1214.8616639455788
FDP52,OUT013,3777.8599799226836
FDU58,OUT017,3010.9354635823033
FDL02,OUT045,1680.4192519776302
FDG28,OUT013,3844.8652311575024
FDA19,OUT035,2016.0860603386059
FDW46,OUT027,1850.1456895916408
NCD43,OUT049,1674.2302214974122
DRG39,OUT013,764.6383132576977
NCF55,OUT049,571.4124883501268
FDJ07,OUT046,1992.9339769791632
FDE08,OUT046,2512.7600303963
FDP56,OUT019,158.83401144415376
FDT45,OUT045,882.3280441614709
FDF17,OUT018,2975.678634532417
FDX44,OUT046,1373.7568888212647
FDM28,OUT027,4561.361468796608
FDI36,OUT049,2994.1394970143347
FDS07,OUT045,1938.7747365845412
FDD36,OUT045,1969.3682507170313
FDW11,OUT046,923.5729316171701
FDN40,OUT049,2478.44941225487
NCQ18,OUT049,1577.6915249132644
NCQ54,OUT017,2802.110667633718
NCS42,OUT045,1415.984158607055
DRH39,OUT010,164.09608484167558
FDC09,OUT027,2669.2359568649645
FDT08,OUT010,343.01118864247854
FDC08,OUT035,3711.82309857381
FDT20,OUT017,587.5938561883553
FDS35,OUT035,1005.7149937608378
FDX58,OUT018,2980.8753885856067
FDW58,OUT046,1678.3221973466757
DRD27,OUT046,1602.4162066345243
FDH32,OUT019,248.07007482477752
FDS26,OUT035,3829.2579639805317
FDQ31,OUT046,1387.6763247206798
FDP11,OUT018,3236.1064822067297
FDD58,OUT017,1604.4440133812577
FDM33,OUT045,3444.088607917912
FDZ16,OUT049,3046.9715960512076
NCS29,OUT010,474.30300211499286
NCM18,OUT019,174.4429764682185
FDP11,OUT049,3497.5266483732926
NCC42,OUT017,2056.430117934482
DRM23,OUT046,2884.7047696936
NCN55,OUT027,4930.1802309735685
FDK46,OUT013,3878.3333506740623
FDR01,OUT046,3029.650045108301
NCA05,OUT045,2516.5510101407986
NCP43,OUT017,2950.1679738645785
FDR12,OUT010,386.53030585338354
FDQ01,OUT013,3799.412200206683
FDM13,OUT046,2029.8390549325686
FDQ19,OUT017,3794.417334996651
FDK56,OUT019,484.5443248460588
NCX06,OUT010,472.6617288166256
FDO56,OUT027,3156.445278328922
FDU45,OUT045,1851.1088442289288
FDI16,OUT019,180.27443422847534
FDL32,OUT046,2189.3611328353786
FDA07,OUT046,2044.9598789531924
FDA14,OUT045,2516.5510101407986
FDV46,OUT027,3258.9155316025117
NCO07,OUT035,3496.7043073123664
NCP41,OUT046,1678.3221973466757
FDY60,OUT018,1913.2857937645272
FDN38,OUT017,3612.1156619407916
FDO15,OUT046,1170.9752907019993
FDT60,OUT013,1978.8622473304954
FDA55,OUT035,3706.8922770613576
FDE02,OUT010,196.4251255442159
DRJ39,OUT049,3564.4836303129905
FDV34,OUT035,1137.6880261149063
FDS20,OUT027,4819.549640283927
FDF02,OUT027,2632.9850452679384
FDW40,OUT017,2367.710765647602
NCB43,OUT046,2986.8809764533275
FDR58,OUT017,1412.210589750903
DRJ59,OUT035,653.0018534270403
NCD30,OUT017,1597.566157912743
FDE14,OUT017,1581.8163862909523
FDC28,OUT018,1617.9292541082154
FDU16,OUT018,1354.8846486570637
NCD19,OUT035,893.0388126110262
FDU21,OUT046,575.915718753224
FDV59,OUT027,4526.871537840651
FDU03,OUT045,2985.275764601333
FDC33,OUT010,522.4283971858473
NCR42,OUT035,571.943731984482
DRH59,OUT035,1183.827321015466
NCM31,OUT035,2047.7512196712214
FDS50,OUT035,3696.9789830724685
FDP39,OUT046,834.4014616263988
FDQ55,OUT013,1947.214741200417
FDV36,OUT019,352.8026331316604
FDI05,OUT027,2257.2573084190904
FDS45,OUT027,2505.091717026042
FDA39,OUT045,645.6124530083716
FDC37,OUT010,237.85823448112504
FDJ60,OUT027,4250.603911935244
DRQ35,OUT046,2032.7051894403348
NCJ06,OUT046,2037.4137877932953
NCY42,OUT018,2369.2109225153863
DRM37,OUT049,3071.8734629263517
FDR14,OUT045,773.5465408290157
FDE51,OUT049,686.9364222542193
FDT33,OUT017,2786.689393727675
FDR08,OUT013,1837.4970022645314
FDE36,OUT010,543.7427914577954
FDL22,OUT019,282.4346763983724
FDR44,OUT013,1993.266310899979
FDI56,OUT019,237.79745258557193
FDE47,OUT010,269.5883644654347
FDV27,OUT010,190.94198948240177
FDV10,OUT049,654.3633777071076
FDC40,OUT045,1227.6716733168728
NCX41,OUT013,3443.6227782085216
NCQ38,OUT027,2536.188736766954
FDV12,OUT027,2613.4499725406354
FDE52,OUT017,1375.4429473162993
FDG20,OUT027,4645.71918152373
FDV16,OUT027,955.9503253037717
FDI32,OUT017,2144.4949424517686
FDJ32,OUT049,928.9189233123511
FDN39,OUT018,2723.33538178914
FDY34,OUT017,2779.9344677649074
FDC14,OUT035,654.8946213414627
FDA55,OUT017,3576.900381641581
FDZ50,OUT010,426.2847305919064
DRG13,OUT049,2613.689709307847
FDP01,OUT013,2318.3893282194704
NCG54,OUT017,2921.563917957401
FDM13,OUT045,2028.0680466166152
NCO18,OUT027,4638.422764999727
NCW41,OUT013,2393.764581601921
FDM52,OUT027,3628.7262269453136
NCF55,OUT035,573.3063397751813
FDT09,OUT046,2063.7737233669704
NCM19,OUT035,1737.6742043616268
FDW12,OUT018,2324.571920763405
FDP15,OUT019,718.8861355902108
FDK36,OUT045,728.6760077358731
FDZ25,OUT035,2939.351773562673
NCW06,OUT049,3071.8319890459675
FDW60,OUT046,3013.812413361805
DRC49,OUT013,2373.165454091519
NCT17,OUT035,3012.3468184185344
NCN06,OUT018,2434.901265668059
FDC45,OUT013,2796.081615231087
DRJ47,OUT019,403.1425544407944
NCF06,OUT045,3879.7827254976746
FDE21,OUT010,294.681494624766
DRG27,OUT013,652.4706097926852
FDW40,OUT049,2072.989269962272
NCO53,OUT046,2960.9845802990035
FDE23,OUT049,689.8934662705221
FDQ16,OUT046,1702.1747471700476
FDS26,OUT045,3759.95050037135
FDZ13,OUT010,103.51458726473547
FDS14,OUT049,2482.454184780957
FDC10,OUT045,1962.8852729515813
FDY16,OUT049,3030.3465843404156
FDJ20,OUT035,2016.0860603386059
FDV43,OUT035,664.9830285836345
FDZ32,OUT027,2653.478003646251
FDR23,OUT046,2912.939443568358
FDN24,OUT035,886.2686806550214
FDE34,OUT027,4878.117633753608
FDU31,OUT013,3453.625656610026
FDW33,OUT018,1617.9292541082154
FDU26,OUT046,1955.9530611220605
FDE20,OUT027,4274.341883322973
NCW05,OUT035,1681.177694097581
FDB22,OUT018,2329.9097165306976
FDO56,OUT046,1955.9530611220605
FDA19,OUT027,3379.7636938658293
DRI39,OUT045,893.0388126110262
FDH52,OUT018,879.2005095621327
FDZ50,OUT035,3021.674064402342
NCN42,OUT035,2574.9653050826023
FDB53,OUT013,2375.595599378018
DRG11,OUT017,1708.0926716411384
DRK11,OUT027,3492.5729354414116
FDQ60,OUT017,2012.9945790122
FDT36,OUT017,570.0498805594275
DRG25,OUT018,2971.634168027307
DRJ23,OUT046,2989.8129217136902
FDG05,OUT035,2558.495782779774
NCK06,OUT018,1899.7547845930123
FDU52,OUT017,2482.3321453385397
FDW07,OUT018,1356.5663928215133
NCM17,OUT045,691.2560740612216
FDA22,OUT045,2776.021259603884
NCA41,OUT018,2974.651269827165
FDF38,OUT035,654.8946213414627
FDH52,OUT046,930.4677098938523
FDY58,OUT019,546.0120707689738
FDZ16,OUT045,2996.5082677884216
NCM18,OUT017,934.8017903798857
FDA22,OUT018,2663.7739737986603
NCJ43,OUT035,2942.2572487778316
FDI34,OUT027,5060.50481476249
FDG56,OUT046,929.1451227607258
FDS34,OUT046,1952.739031684928
DRC01,OUT035,743.0585951659912
FDQ04,OUT035,654.3644612177396
FDK04,OUT035,894.884612145971
FDT51,OUT049,1743.2895025547027
FDV26,OUT017,3004.3255401935867
FDS04,OUT049,2072.989269962272
FDW43,OUT018,3421.2621247547772
FDQ28,OUT010,339.70997146651456
NCK06,OUT017,2050.4220248015226
FDS23,OUT018,1865.1569768690242
FDZ36,OUT019,541.1247552483687
FDE56,OUT018,894.7088231454152
FDW10,OUT027,4179.901205911221
NCN14,OUT045,2979.883256077629
NCQ18,OUT045,1583.604603478265
FDW08,OUT017,1686.2289763763674
FDU43,OUT035,3829.9741463362657
FDR33,OUT010,300.8573808505247
FDM24,OUT010,356.91611508074436
NCZ05,OUT046,1674.2302214974122
NCV41,OUT035,1831.5322846847087
FDV11,OUT018,2858.8878199794526
NCY05,OUT035,589.4877076134097
FDV44,OUT018,2935.2936111815256
FDW32,OUT049,1352.3706729339524
NCU18,OUT027,3366.958340749849
NCC43,OUT035,3892.173040300626
FDW19,OUT013,1729.3917693749847
FDN31,OUT035,3024.3196138616936
FDI48,OUT045,743.547421671889
FDS24,OUT017,1402.032630239358
FDF46,OUT049,1956.0912047378906
DRG23,OUT017,2487.2780018267063
FDG14,OUT018,2333.707049992808
NCY30,OUT049,3024.4683985623974
FDO28,OUT018,1862.3273388036896
DRD24,OUT035,2066.8079835266144
FDI33,OUT049,1399.9355756084035
FDN32,OUT046,2940.410771090856
FDR16,OUT045,3400.2834212793705
FDF26,OUT046,2477.6791619434243
NCN29,OUT018,719.9692545753506
FDE20,OUT045,2813.382723693667
FDA46,OUT046,3032.7530412389083
FDU28,OUT045,2979.883256077629
FDQ48,OUT045,1606.5410680122122
FDV36,OUT013,1985.8886992209532
FDR14,OUT018,849.9266650754516
FDP23,OUT017,3437.8136610367183
FDP56,OUT013,741.3986199679375
FDK48,OUT010,176.26603535278574
FDR48,OUT046,2503.16133658604
NCY29,OUT049,892.4848957937502
FDM22,OUT018,852.3430105791526
DRJ01,OUT013,2437.2959429811954
FDZ43,OUT045,3813.200175945892
FDV03,OUT035,2573.781893987325
FDX11,OUT027,4491.497578341722
NCA41,OUT027,4777.47922693114
FDE38,OUT017,2749.7254598159775
FDI27,OUT018,718.4902585681157
FDN32,OUT013,2934.560404131306
NCN43,OUT017,2046.4870542374708
FDB47,OUT027,4996.011856900006
FDV03,OUT017,2516.7001889743788
NCN30,OUT045,1589.3008880572438
NCV54,OUT010,269.2035213325782
FDV07,OUT013,1727.2947147440302
FDP07,OUT049,2931.2237186152342
FDK48,OUT018,1080.6412289225545
FDM15,OUT019,357.4422848733135
FDY19,OUT027,3217.588426929011
FDK46,OUT046,3850.439065396067
FDY11,OUT045,1012.219039127348
FDH09,OUT046,775.0795885989305
FDO08,OUT027,4274.349935627774
FDU14,OUT013,3873.806174880411
FDD22,OUT027,2972.156643504983
FDM27,OUT017,2517.5708918835853
FDL02,OUT027,2668.3361418868717
NCA17,OUT035,2570.4300109384644
FDE38,OUT019,377.7248411169501
